session_id,user_id,content_id,started_at,watch_minutes,session_status,discovery_source,video_quality,device_id,completion_pct
SES0000252,USR009553,CNT01698,2025-05-27 15:54:43,100,Completed,Search,720p,DEV008162,55.9
SES0000253,USR002071,CNT01694,2025-01-16 19:35:04,94,Abandoned,Recommendation,1080p,DEV007306,75.8
SES0000254,USR009419,CNT00536,2025-07-31 23:38:42,37,Completed,Continue Watching,1080p,DEV003991,35.6
SES0000255,USR003894,CNT01694,2025-10-07 20:29:13,41,Stopped,Continue Watching,1080p,DEV001848,33.1
SES0000256,USR000533,CNT00542,2025-09-15 07:43:47,98,Completed,Recommendation,1080p,DEV000471,100.0
SES0000257,USR004046,CNT01694,2025-07-05 11:12:45,23,Stopped,Continue Watching,720p,DEV002858,18.5
SES0000258,USR000888,CNT00536,2025-06-15 12:40:16,112,Abandoned,Continue Watching,480p,DEV005621,100.0
SES0000259,USR004814,CNT00542,2025-12-23 06:39:19,87,Completed,Recommendation,480p,DEV002770,100.0
SES0000260,USR005613,CNT00423,2025-05-19 22:21:09,52,Completed,Recommendation,720p,DEV002863,34.4
SES0000261,USR009286,CNT00536,2025-05-28 23:49:00,146,Completed,Search,1080p,DEV009823,100.0
SES0000262,USR006233,CNT00423,2025-05-04 20:16:22,106,Completed,Continue Watching,480p,DEV012660,70.2
SES0000263,USR005591,CNT00607,2025-05-24 21:49:09,41,Abandoned,Search,720p,DEV010831,56.9
SES0000264,USR000210,CNT00542,2025-08-12 13:17:09,59,Completed,Trending,1080p,DEV004294,79.7
SES0000265,USR003381,CNT00536,2025-04-10 11:41:03,84,Stopped,Recommendation,1080p,DEV008947,80.8
SES0000266,USR009154,CNT01775,2025-08-11 16:22:10,67,Abandoned,Trending,480p,DEV001960,72.8
SES0000267,USR008400,CNT01305,2025-01-10 18:26:43,49,Stopped,Continue Watching,1080p,DEV012403,34.8
SES0000268,USR005514,CNT00542,2025-10-08 20:31:12,46,Completed,Recommendation,1080p,DEV011541,62.2
SES0000269,USR007832,CNT00536,2025-08-06 14:33:41,118,Stopped,Recommendation,720p,DEV014359,100.0
SES0000270,USR007445,CNT01694,2025-06-13 21:49:32,173,Completed,Trending,1080p,DEV011624,100.0
SES0000271,USR008933,CNT00542,2025-10-18 12:39:00,49,Completed,Auto,720p,DEV003363,66.2
SES0000272,USR007027,CNT00536,2025-11-17 21:41:28,55,Stopped,Recommendation,720p,DEV010565,52.9
SES0000273,USR001288,CNT00423,2025-07-11 20:49:24,95,Completed,Trending,1080p,DEV012887,62.9
SES0000274,USR001275,CNT00536,2025-11-01 14:46:07,180,Completed,Trending,1080p,DEV009628,100.0
SES0000275,USR007500,CNT01006,2025-02-10 09:15:07,41,Abandoned,Search,4K,DEV006992,27.2
SES0000276,USR001385,CNT00423,2025-12-18 18:40:44,35,Completed,Search,720p,DEV000343,23.2
SES0000277,USR000499,CNT01694,2025-07-06 18:35:49,79,Completed,Auto,4K,DEV008013,63.7
SES0000278,USR004274,CNT00536,2025-07-03 17:30:44,101,Completed,Continue Watching,1080p,DEV005447,97.1
SES0000279,USR007615,CNT01694,2025-04-28 11:24:14,74,Completed,Recommendation,480p,DEV013461,59.7
SES0000280,USR009851,CNT00536,2025-12-27 20:42:50,47,Completed,Continue Watching,4K,DEV001466,45.2
SES0000281,USR006255,CNT01167,2025-08-07 16:42:52,31,Completed,Continue Watching,4K,DEV007968,28.2
SES0000282,USR004414,CNT00536,2025-08-31 16:39:21,157,Stopped,Search,1080p,DEV001356,100.0
SES0000283,USR005813,CNT00536,2025-09-10 18:18:45,48,Abandoned,Recommendation,1080p,DEV003170,46.2
SES0000284,USR003991,CNT01481,2025-12-29 08:02:01,112,Completed,Recommendation,720p,DEV014709,100.0
SES0000285,USR005803,CNT00536,2025-05-03 13:51:57,66,Completed,Continue Watching,720p,DEV001377,63.5
SES0000286,USR007276,CNT00428,2025-08-13 21:10:52,61,Completed,Recommendation,720p,DEV008027,34.3
SES0000287,USR007571,CNT00152,2025-12-01 22:08:00,82,Abandoned,Trending,4K,DEV004421,83.7
SES0000288,USR008889,CNT00973,2025-10-13 20:45:10,105,Abandoned,Recommendation,720p,DEV002816,71.9
SES0000289,USR005587,CNT00536,2025-06-28 08:56:45,130,Completed,Auto,1080p,DEV009020,100.0
SES0000290,USR008033,CNT00542,2025-12-14 14:55:27,33,Completed,Continue Watching,1080p,DEV005345,44.6
SES0000291,USR008902,CNT01884,2025-06-02 17:49:29,39,Completed,Recommendation,720p,DEV007967,30.7
SES0000292,USR008126,CNT00542,2025-08-25 17:35:35,91,Abandoned,Search,720p,DEV000926,100.0
SES0000293,USR005462,CNT01648,2025-12-29 11:50:26,158,Abandoned,Recommendation,720p,DEV013555,100.0
SES0000294,USR005514,CNT00536,2025-12-14 22:37:23,180,Completed,Continue Watching,1080p,DEV009794,100.0
SES0000295,USR002111,CNT00536,2025-03-25 22:06:10,79,Stopped,Recommendation,1080p,DEV003293,76.0
SES0000296,USR007816,CNT00662,2025-01-08 07:30:47,101,Abandoned,Continue Watching,1080p,DEV006672,86.3
SES0000297,USR007845,CNT01963,2025-03-01 13:55:00,45,Completed,Trending,720p,DEV006318,39.1
SES0000298,USR005157,CNT00973,2025-02-10 22:54:20,155,Stopped,Recommendation,1080p,DEV013658,100.0
SES0000299,USR002000,CNT01481,2025-05-19 23:31:01,126,Completed,Recommendation,1080p,DEV007070,100.0
SES0000300,USR002509,CNT01709,2025-01-17 00:45:10,100,Abandoned,Recommendation,720p,DEV005988,82.0
SES0000301,USR003238,CNT00536,2025-01-04 07:30:12,105,Abandoned,Continue Watching,4K,DEV002375,100.0
SES0000302,USR005229,CNT01694,2025-12-16 17:40:01,115,Stopped,Search,1080p,DEV012434,92.7
SES0000303,USR008822,CNT01694,2025-04-26 07:49:43,126,Abandoned,Recommendation,4K,DEV001864,100.0
SES0000304,USR005862,CNT00542,2025-01-04 15:14:33,12,Abandoned,Continue Watching,720p,DEV014284,16.2
SES0000305,USR007582,CNT00536,2025-05-24 11:54:11,77,Completed,Trending,1080p,DEV008561,74.0
SES0000306,USR001715,CNT00542,2025-01-20 21:58:03,143,Completed,Trending,1080p,DEV005563,100.0
SES0000307,USR008539,CNT00536,2025-12-21 20:03:00,180,Completed,Search,720p,DEV007320,100.0
SES0000308,USR004859,CNT00542,2025-04-14 16:42:02,45,Completed,Recommendation,1080p,DEV013347,60.8
SES0000309,USR006843,CNT00973,2025-06-14 05:13:37,74,Abandoned,Recommendation,1080p,DEV007819,50.7
SES0000310,USR001260,CNT00973,2025-07-08 20:00:53,73,Completed,Continue Watching,1080p,DEV014532,50.0
SES0000311,USR008195,CNT00423,2025-07-08 13:05:07,14,Stopped,Auto,480p,DEV000483,9.3
SES0000312,USR005003,CNT00542,2025-06-22 20:03:35,58,Completed,Continue Watching,1080p,DEV003694,78.4
SES0000313,USR006938,CNT00440,2025-08-01 23:03:03,103,Completed,Recommendation,720p,DEV004190,64.8
SES0000314,USR005919,CNT00542,2025-09-09 16:36:11,129,Stopped,Continue Watching,480p,DEV013063,100.0
SES0000315,USR000708,CNT01305,2025-10-10 18:52:35,66,Stopped,Trending,720p,DEV002744,46.8
SES0000316,USR005390,CNT00916,2025-10-07 14:56:10,53,Abandoned,Recommendation,720p,DEV007625,35.3
SES0000317,USR008682,CNT00175,2025-05-25 22:07:49,152,Abandoned,Continue Watching,1080p,DEV010859,100.0
SES0000318,USR004933,CNT00440,2025-06-07 19:58:00,180,Completed,Recommendation,720p,DEV000937,100.0
SES0000319,USR001728,CNT01694,2025-01-24 11:12:54,43,Stopped,Search,4K,DEV009534,34.7
SES0000320,USR002358,CNT01526,2025-03-28 05:34:53,47,Completed,Trending,480p,DEV010973,34.8
SES0000321,USR008292,CNT00542,2025-07-06 13:58:33,39,Completed,Search,1080p,DEV008906,52.7
SES0000322,USR003928,CNT01694,2025-12-13 10:30:32,43,Stopped,Recommendation,4K,DEV002958,34.7
SES0000323,USR001763,CNT00536,2025-12-31 05:06:21,50,Completed,Search,720p,DEV008710,48.1
SES0000324,USR005507,CNT00668,2025-05-13 20:07:57,47,Completed,Recommendation,4K,DEV012355,40.9
SES0000325,USR003399,CNT00763,2025-11-15 09:18:06,14,Completed,Continue Watching,720p,DEV012096,13.3
SES0000326,USR005492,CNT00536,2025-09-29 19:29:32,77,Completed,Search,480p,DEV004792,74.0
SES0000327,USR003266,CNT00536,2025-07-23 07:37:53,77,Abandoned,Recommendation,1080p,DEV007186,74.0
SES0000328,USR001571,CNT01118,2025-05-03 20:10:27,66,Completed,Recommendation,1080p,DEV005060,46.5
SES0000329,USR000855,CNT00536,2025-07-05 13:23:18,36,Completed,Recommendation,1080p,DEV012943,34.6
SES0000330,USR000236,CNT00135,2025-03-23 11:03:51,57,Completed,Recommendation,4K,DEV003643,37.5
SES0000331,USR009957,CNT00536,2025-11-09 21:05:55,140,Completed,Search,4K,DEV004773,100.0
SES0000332,USR004245,CNT00536,2025-11-02 19:51:57,45,Completed,Recommendation,1080p,DEV000257,43.3
SES0000333,USR007901,CNT00916,2025-08-07 19:25:11,61,Stopped,Recommendation,1080p,DEV000670,40.7
SES0000334,USR000544,CNT00973,2025-09-04 19:47:18,26,Stopped,Search,1080p,DEV005131,17.8
SES0000335,USR001357,CNT00536,2025-07-05 22:55:08,82,Stopped,Continue Watching,1080p,DEV005892,78.8
SES0000336,USR002092,CNT01694,2025-07-21 11:38:22,149,Completed,Continue Watching,720p,DEV013039,100.0
SES0000337,USR003739,CNT00536,2025-07-29 12:59:43,126,Completed,Search,1080p,DEV005792,100.0
SES0000338,USR007561,CNT00536,2025-10-29 11:57:23,66,Completed,Search,1080p,DEV010873,63.5
SES0000339,USR006360,CNT01305,2025-12-26 19:23:58,78,Stopped,Trending,720p,DEV008192,55.3
SES0000340,USR001551,CNT00973,2025-05-26 06:14:32,85,Abandoned,Recommendation,4K,DEV011484,58.2
SES0000341,USR003561,CNT01694,2025-11-15 11:30:03,60,Completed,Auto,720p,DEV011639,48.4
SES0000342,USR005423,CNT01892,2025-10-01 16:36:30,5,Completed,Trending,720p,DEV010018,3.5
SES0000343,USR006738,CNT00916,2025-05-22 23:37:05,106,Completed,Continue Watching,1080p,DEV008811,70.7
SES0000344,USR009676,CNT01481,2025-07-21 19:20:42,95,Completed,Recommendation,4K,DEV006565,100.0
SES0000345,USR002468,CNT00312,2025-04-07 21:19:10,180,Completed,Recommendation,1080p,DEV011442,100.0
SES0000346,USR004043,CNT00536,2025-05-07 07:11:58,50,Completed,Trending,1080p,DEV001629,48.1
SES0000347,USR006700,CNT00536,2025-03-18 17:45:47,102,Completed,Continue Watching,4K,DEV003770,98.1
SES0000348,USR009209,CNT00542,2025-04-27 13:55:03,154,Completed,Continue Watching,1080p,DEV014651,100.0
SES0000349,USR002658,CNT01694,2025-08-29 19:23:35,97,Completed,Search,4K,DEV010241,78.2
SES0000350,USR001923,CNT01238,2025-03-21 22:42:12,10,Completed,Trending,1080p,DEV003420,13.7
SES0000351,USR003634,CNT00536,2025-10-24 11:08:45,161,Completed,Search,1080p,DEV008103,100.0
SES0000352,USR008211,CNT00536,2025-12-08 15:33:14,29,Completed,Continue Watching,1080p,DEV008039,27.9
SES0000353,USR008116,CNT00542,2025-06-24 21:30:04,116,Abandoned,Auto,4K,DEV009982,100.0
SES0000354,USR009432,CNT00279,2025-07-05 14:44:23,109,Completed,Search,4K,DEV001588,100.0
SES0000355,USR001184,CNT01155,2025-05-18 21:59:33,180,Completed,Trending,1080p,DEV013014,100.0
SES0000356,USR004157,CNT00536,2025-07-29 12:58:30,69,Completed,Recommendation,4K,DEV012673,66.3
SES0000357,USR007519,CNT00542,2025-02-23 18:21:19,95,Stopped,Recommendation,1080p,DEV006041,100.0
SES0000358,USR009944,CNT00184,2025-01-18 18:16:50,16,Completed,Continue Watching,1080p,DEV001282,9.6
SES0000359,USR003591,CNT00279,2025-01-19 13:39:25,42,Stopped,Search,720p,DEV004259,51.2
SES0000360,USR003654,CNT00536,2025-12-04 20:13:11,43,Completed,Continue Watching,4K,DEV002865,41.3
SES0000361,USR001075,CNT01694,2025-06-29 20:16:54,106,Completed,Trending,1080p,DEV009704,85.5
SES0000362,USR002851,CNT01481,2025-12-06 12:09:18,80,Abandoned,Continue Watching,720p,DEV000691,84.2
SES0000363,USR003056,CNT01342,2025-01-05 06:59:58,100,Completed,Trending,720p,DEV014331,100.0
SES0000364,USR004532,CNT00536,2025-03-30 12:25:25,98,Stopped,Recommendation,4K,DEV000337,94.2
SES0000365,USR009461,CNT00536,2025-01-17 08:03:19,95,Stopped,Auto,720p,DEV000014,91.3
SES0000366,USR009797,CNT00536,2025-04-20 09:31:11,85,Completed,Trending,1080p,DEV007633,81.7
SES0000367,USR007431,CNT01923,2025-02-28 18:38:16,52,Stopped,Recommendation,480p,DEV012947,59.8
SES0000368,USR008017,CNT00279,2025-07-26 18:32:17,27,Completed,Continue Watching,1080p,DEV004844,32.9
SES0000369,USR000022,CNT00536,2025-11-11 14:09:11,76,Completed,Recommendation,720p,DEV011154,73.1
SES0000370,USR007581,CNT01481,2025-06-13 16:57:01,64,Abandoned,Trending,1080p,DEV008513,67.4
SES0000371,USR002265,CNT01694,2025-10-19 10:53:39,90,Abandoned,Auto,720p,DEV007312,72.6
SES0000372,USR001875,CNT00536,2025-12-15 15:01:00,48,Stopped,Trending,4K,DEV007281,46.2
SES0000373,USR004905,CNT01213,2025-03-25 21:06:47,103,Abandoned,Recommendation,720p,DEV005887,81.7
SES0000374,USR009159,CNT00542,2025-06-03 12:18:14,109,Completed,Search,720p,DEV005455,100.0
SES0000375,USR006296,CNT01694,2025-07-01 18:50:06,62,Abandoned,Trending,720p,DEV011678,50.0
SES0000376,USR005689,CNT00973,2025-11-13 13:02:04,158,Completed,Recommendation,4K,DEV001510,100.0
SES0000377,USR007223,CNT01481,2025-08-19 05:27:41,41,Completed,Continue Watching,4K,DEV003173,43.2
SES0000378,USR002252,CNT01305,2025-07-01 13:03:38,123,Completed,Continue Watching,720p,DEV014252,87.2
SES0000379,USR004193,CNT00423,2025-01-26 07:28:46,74,Abandoned,Continue Watching,1080p,DEV012450,49.0
SES0000380,USR009445,CNT00536,2025-12-06 12:01:47,106,Completed,Search,720p,DEV004456,100.0
SES0000381,USR001428,CNT00536,2025-08-13 18:27:29,77,Completed,Trending,1080p,DEV008530,74.0
SES0000382,USR009727,CNT00542,2025-10-23 23:41:02,29,Abandoned,Recommendation,1080p,DEV000177,39.2
SES0000383,USR005861,CNT01694,2025-11-21 15:16:46,81,Completed,Recommendation,1080p,DEV014498,65.3
SES0000384,USR009881,CNT01694,2025-01-20 18:15:00,96,Stopped,Continue Watching,1080p,DEV014448,77.4
SES0000385,USR003073,CNT00536,2025-12-11 12:10:17,23,Completed,Trending,1080p,DEV007386,22.1
SES0000386,USR004346,CNT00479,2025-03-02 07:06:57,105,Completed,Recommendation,1080p,DEV007133,59.3
SES0000387,USR001672,CNT01305,2025-05-03 13:58:39,73,Abandoned,Trending,1080p,DEV002521,51.8
SES0000388,USR009256,CNT00536,2025-05-17 23:13:59,130,Completed,Trending,480p,DEV000294,100.0
SES0000389,USR008267,CNT01305,2025-12-05 19:22:02,77,Completed,Trending,720p,DEV002889,54.6
SES0000390,USR008883,CNT00542,2025-12-10 18:32:45,82,Completed,Continue Watching,480p,DEV014274,100.0
SES0000391,USR002992,CNT01926,2025-06-27 09:51:00,170,Completed,Recommendation,4K,DEV009690,95.0
SES0000392,USR002896,CNT01481,2025-04-27 12:23:17,108,Abandoned,Recommendation,4K,DEV004912,100.0
SES0000393,USR008271,CNT00536,2025-01-19 11:53:11,109,Completed,Trending,1080p,DEV007870,100.0
SES0000394,USR002776,CNT00536,2025-03-19 18:13:14,70,Completed,Auto,480p,DEV003604,67.3
SES0000395,USR007699,CNT01694,2025-12-24 20:49:22,131,Completed,Auto,4K,DEV012050,100.0
SES0000396,USR007663,CNT00542,2025-10-28 19:31:18,131,Completed,Continue Watching,1080p,DEV004794,100.0
SES0000397,USR005558,CNT01884,2025-09-23 10:04:22,48,Completed,Continue Watching,4K,DEV000811,37.8
SES0000398,USR007506,CNT00536,2025-03-25 20:07:35,131,Completed,Continue Watching,720p,DEV009295,100.0
SES0000399,USR005510,CNT00423,2025-07-21 10:48:51,41,Completed,Trending,1080p,DEV000178,27.2
SES0000400,USR008569,CNT01694,2025-05-02 20:56:07,74,Completed,Search,720p,DEV005693,59.7
SES0000401,USR006482,CNT01694,2025-08-09 19:48:15,26,Abandoned,Search,1080p,DEV008343,21.0
SES0000402,USR005127,CNT00536,2025-07-15 21:59:52,69,Completed,Continue Watching,720p,DEV009840,66.3
SES0000403,USR005275,CNT00536,2025-07-11 07:16:11,44,Completed,Recommendation,720p,DEV003933,42.3
SES0000404,USR001623,CNT00542,2025-09-05 16:43:34,86,Completed,Search,1080p,DEV007263,100.0
SES0000405,USR007266,CNT00536,2025-09-18 10:40:32,158,Abandoned,Search,1080p,DEV008649,100.0
SES0000406,USR008461,CNT00973,2025-07-31 05:07:23,180,Completed,Recommendation,1080p,DEV007137,100.0
SES0000407,USR003823,CNT01694,2025-02-24 22:05:42,35,Completed,Trending,720p,DEV013403,28.2
SES0000408,USR002304,CNT01305,2025-09-02 08:17:28,25,Completed,Trending,720p,DEV010699,17.7
SES0000409,USR004781,CNT00763,2025-09-28 11:46:55,64,Stopped,Auto,480p,DEV010585,61.0
SES0000410,USR003969,CNT00542,2025-05-09 14:15:36,45,Completed,Search,1080p,DEV012557,60.8
SES0000411,USR002265,CNT00536,2025-09-16 19:47:56,75,Completed,Search,4K,DEV003097,72.1
SES0000412,USR000250,CNT01386,2025-05-17 16:36:00,35,Abandoned,Recommendation,1080p,DEV002448,23.8
SES0000413,USR003226,CNT01481,2025-09-18 14:20:14,59,Completed,Search,720p,DEV003083,62.1
SES0000414,USR004559,CNT00542,2025-12-26 14:29:37,58,Completed,Trending,1080p,DEV011435,78.4
SES0000415,USR002297,CNT00312,2025-03-06 09:58:41,55,Completed,Continue Watching,1080p,DEV010611,32.2
SES0000416,USR006034,CNT01481,2025-11-30 03:45:40,37,Stopped,Recommendation,1080p,DEV013109,38.9
SES0000417,USR003539,CNT00536,2025-04-05 17:37:36,17,Completed,Trending,1080p,DEV010804,16.3
SES0000418,USR006706,CNT00542,2025-11-21 16:06:45,100,Completed,Search,4K,DEV010321,100.0
SES0000419,USR002941,CNT00423,2025-11-18 13:22:42,35,Completed,Trending,1080p,DEV000269,23.2
SES0000420,USR009572,CNT01694,2025-10-07 17:57:21,47,Completed,Search,4K,DEV012133,37.9
SES0000421,USR006218,CNT01694,2025-07-30 09:52:31,60,Completed,Auto,720p,DEV003285,48.4
SES0000422,USR002926,CNT00536,2025-10-12 16:09:35,50,Completed,Search,480p,DEV000950,48.1
SES0000423,USR009970,CNT00501,2025-01-04 10:45:30,78,Completed,Search,720p,DEV003990,45.1
SES0000424,USR003431,CNT00536,2025-06-06 07:24:35,134,Abandoned,Recommendation,4K,DEV014041,100.0
SES0000425,USR004970,CNT01481,2025-10-09 16:19:41,75,Abandoned,Search,720p,DEV006137,78.9
SES0000426,USR005778,CNT00536,2025-06-29 10:53:06,82,Stopped,Continue Watching,720p,DEV002003,78.8
SES0000427,USR006970,CNT00501,2025-03-09 19:33:48,73,Abandoned,Continue Watching,720p,DEV000716,42.2
SES0000428,USR009082,CNT01694,2025-10-04 21:06:27,70,Completed,Trending,480p,DEV002705,56.5
SES0000429,USR002403,CNT00916,2025-02-24 17:08:46,62,Completed,Search,480p,DEV003743,41.3
SES0000430,USR009584,CNT01743,2025-05-02 10:35:11,42,Completed,Search,720p,DEV011578,25.0
SES0000431,USR003481,CNT00542,2025-12-21 17:24:07,85,Completed,Search,4K,DEV014483,100.0
SES0000432,USR003256,CNT01694,2025-07-24 07:51:45,83,Completed,Search,1080p,DEV002158,66.9
SES0000433,USR001271,CNT00440,2025-03-14 21:12:54,159,Completed,Recommendation,4K,DEV009058,100.0
SES0000434,USR009940,CNT00536,2025-11-09 20:25:09,94,Stopped,Recommendation,720p,DEV008538,90.4
SES0000435,USR004884,CNT00536,2025-09-20 16:16:14,55,Completed,Trending,1080p,DEV003587,52.9
SES0000436,USR001376,CNT00536,2025-03-17 19:40:18,32,Abandoned,Continue Watching,480p,DEV014410,30.8
SES0000437,USR006297,CNT00536,2025-03-16 14:42:07,67,Completed,Recommendation,720p,DEV009945,64.4
SES0000438,USR003104,CNT00041,2025-05-03 21:36:05,180,Completed,Recommendation,1080p,DEV005089,100.0
SES0000439,USR003138,CNT01694,2025-03-19 18:29:42,83,Completed,Search,1080p,DEV007730,66.9
SES0000440,USR008332,CNT00542,2025-09-03 16:40:12,35,Completed,Recommendation,1080p,DEV005427,47.3
SES0000441,USR008423,CNT00542,2025-02-06 10:44:48,67,Stopped,Continue Watching,1080p,DEV007087,90.5
SES0000442,USR007233,CNT01857,2025-04-08 08:36:20,105,Completed,Recommendation,480p,DEV002791,70.5
SES0000443,USR001950,CNT00536,2025-08-19 06:36:14,118,Completed,Search,1080p,DEV012289,100.0
SES0000444,USR007040,CNT00536,2025-04-21 12:09:37,81,Completed,Continue Watching,720p,DEV012070,77.9
SES0000445,USR008168,CNT00471,2025-09-29 17:23:56,167,Stopped,Continue Watching,4K,DEV010093,100.0
SES0000446,USR005494,CNT00788,2025-09-09 18:19:17,129,Completed,Recommendation,1080p,DEV008927,100.0
SES0000447,USR009876,CNT00536,2025-05-11 21:46:59,52,Abandoned,Continue Watching,480p,DEV006642,50.0
SES0000448,USR003890,CNT00495,2025-04-22 15:47:01,107,Completed,Recommendation,1080p,DEV013476,62.2
SES0000449,USR008052,CNT01526,2025-09-25 09:21:46,180,Completed,Continue Watching,480p,DEV013544,100.0
SES0000450,USR006041,CNT00536,2025-12-09 07:20:17,157,Completed,Continue Watching,4K,DEV000964,100.0
SES0000451,USR008587,CNT00536,2025-11-04 10:49:40,138,Completed,Trending,4K,DEV001500,100.0
SES0000452,USR006627,CNT00440,2025-08-10 18:24:15,107,Completed,Continue Watching,1080p,DEV003268,67.3
SES0000453,USR006541,CNT00536,2025-12-15 22:43:08,132,Completed,Search,4K,DEV013312,100.0
SES0000454,USR006917,CNT00542,2025-07-27 17:05:35,180,Stopped,Search,4K,DEV002834,100.0
SES0000455,USR001243,CNT01213,2025-09-01 11:11:28,50,Completed,Continue Watching,1080p,DEV003746,39.7
SES0000456,USR007136,CNT00536,2025-05-30 16:01:00,59,Completed,Search,4K,DEV000740,56.7
SES0000457,USR004660,CNT01694,2025-10-16 15:55:48,17,Completed,Trending,720p,DEV001566,13.7
SES0000458,USR006090,CNT00542,2025-07-04 18:55:48,180,Stopped,Continue Watching,720p,DEV002941,100.0
SES0000459,USR009635,CNT00536,2025-07-28 09:25:49,44,Completed,Recommendation,4K,DEV010788,42.3
SES0000460,USR009193,CNT01694,2025-10-09 15:52:54,82,Completed,Recommendation,720p,DEV005258,66.1
SES0000461,USR006622,CNT00542,2025-10-26 13:47:55,112,Completed,Recommendation,1080p,DEV004222,100.0
SES0000462,USR007622,CNT00428,2025-02-28 16:58:08,111,Stopped,Search,1080p,DEV002745,62.4
SES0000463,USR004857,CNT01694,2025-10-18 18:27:35,47,Completed,Search,720p,DEV012429,37.9
SES0000464,USR000387,CNT00536,2025-06-10 22:53:26,161,Completed,Auto,720p,DEV004915,100.0
SES0000465,USR009139,CNT00542,2025-07-12 10:06:53,55,Completed,Continue Watching,1080p,DEV008835,74.3
SES0000466,USR003278,CNT00536,2025-10-14 19:02:35,28,Completed,Continue Watching,1080p,DEV008583,26.9
SES0000467,USR007695,CNT00536,2025-04-24 15:59:49,180,Completed,Recommendation,1080p,DEV001977,100.0
SES0000468,USR004771,CNT00434,2025-07-17 22:49:19,74,Abandoned,Continue Watching,720p,DEV014226,59.7
SES0000469,USR004993,CNT00763,2025-05-29 17:19:55,43,Completed,Recommendation,720p,DEV013897,41.0
