device_id,user_id,device_type,operating_system,registered_date
DEV000501,USR000347,Laptop,Android,2025-02-27
DEV000502,USR000348,Smart TV,Windows,2025-08-11
DEV000503,USR000349,Laptop,Smart TV OS,2025-03-27
DEV000504,USR000350,Laptop,Windows,2025-10-27
DEV000505,USR000350,Mobile,Android,2025-03-03
DEV000506,USR000351,Gaming Console,Windows,2025-05-05
DEV000507,USR000352,Mobile,Windows,2025-01-22
DEV000508,USR000353,Gaming Console,iOS,2025-09-01
DEV000509,USR000354,Gaming Console,Windows,2025-03-21
DEV000510,USR000354,Streaming Stick,macOS,2025-07-10
DEV000511,USR000355,Smart TV,Windows,2025-05-08
DEV000512,USR000355,Gaming Console,iOS,2025-03-22
DEV000513,USR000356,Mobile,Android,2025-11-13
DEV000514,USR000357,Mobile,Android,2025-11-17
DEV000515,USR000358,Tablet,Android,2025-07-02
DEV000516,USR000359,Laptop,iOS,2025-10-02
DEV000517,USR000359,Streaming Stick,Windows,2025-02-24
DEV000518,USR000360,Streaming Stick,Android,2025-04-30
DEV000519,USR000361,Gaming Console,Android,2025-10-13
DEV000520,USR000362,Gaming Console,Smart TV OS,2025-06-27
DEV000521,USR000362,Smart TV,Windows,2025-08-13
DEV000522,USR000363,Mobile,iOS,2025-01-11
DEV000523,USR000363,Smart TV,macOS,2025-07-13
DEV000524,USR000364,Smart TV,macOS,2025-03-10
DEV000525,USR000365,Laptop,Smart TV OS,2025-01-21
DEV000526,USR000366,Smart TV,iOS,2025-08-13
DEV000527,USR000367,Smart TV,macOS,2025-10-05
DEV000528,USR000368,Mobile,Android,2025-04-08
DEV000529,USR000368,Laptop,iOS,2025-10-18
DEV000530,USR000369,Tablet,macOS,2025-06-28
DEV000531,USR000370,Smart TV,Smart TV OS,2025-08-28
DEV000532,USR000371,Gaming Console,macOS,2025-11-03
DEV000533,USR000372,Tablet,Smart TV OS,2025-10-11
DEV000534,USR000372,Tablet,Windows,2025-03-24
DEV000535,USR000373,Smart TV,iOS,2025-03-21
DEV000536,USR000374,Tablet,Android,2025-05-15
DEV000537,USR000375,Laptop,iOS,2025-08-21
DEV000538,USR000376,Streaming Stick,iOS,2025-11-23
DEV000539,USR000377,Smart TV,Windows,2025-04-05
DEV000540,USR000378,Smart TV,Android,2025-11-14
DEV000541,USR000378,Mobile,macOS,2025-07-06
DEV000542,USR000379,Mobile,Android,2025-05-03
DEV000543,USR000379,Smart TV,Windows,2025-06-14
DEV000544,USR000380,Mobile,Android,2025-10-03
DEV000545,USR000380,Laptop,iOS,2025-07-18
DEV000546,USR000381,Mobile,Windows,2025-09-12
DEV000547,USR000382,Tablet,Windows,2025-03-20
DEV000548,USR000382,Smart TV,Smart TV OS,2025-11-10
DEV000549,USR000383,Smart TV,Android,2025-07-29
DEV000550,USR000384,Smart TV,iOS,2025-02-26
DEV000551,USR000384,Mobile,Smart TV OS,2025-02-19
DEV000552,USR000385,Tablet,Android,2025-02-04
DEV000553,USR000386,Gaming Console,iOS,2025-03-08
DEV000554,USR000387,Smart TV,Smart TV OS,2025-01-17
DEV000555,USR000388,Mobile,Windows,2025-09-06
DEV000556,USR000389,Laptop,Windows,2025-01-17
DEV000557,USR000390,Laptop,Android,2025-07-18
DEV000558,USR000391,Laptop,macOS,2025-09-27
DEV000559,USR000391,Smart TV,Windows,2025-11-16
DEV000560,USR000392,Smart TV,Windows,2025-05-12
DEV000561,USR000392,Smart TV,Android,2025-01-26
DEV000562,USR000393,Smart TV,Smart TV OS,2025-11-07
DEV000563,USR000394,Mobile,Smart TV OS,2025-01-07
DEV000564,USR000394,Mobile,Smart TV OS,2025-04-17
DEV000565,USR000395,Mobile,iOS,2025-02-10
DEV000566,USR000395,Smart TV,iOS,2025-08-28
DEV000567,USR000396,Smart TV,Smart TV OS,2025-02-01
DEV000568,USR000396,Mobile,Windows,2025-07-04
DEV000569,USR000397,Gaming Console,iOS,2025-08-01
DEV000570,USR000398,Mobile,Windows,2025-01-30
DEV000571,USR000398,Tablet,Windows,2025-11-12
DEV000572,USR000399,Smart TV,Android,2025-01-21
DEV000573,USR000400,Laptop,Smart TV OS,2025-06-05
DEV000574,USR000400,Laptop,Android,2025-02-09
DEV000575,USR000401,Mobile,Windows,2025-09-23
DEV000576,USR000401,Laptop,iOS,2025-02-19
DEV000577,USR000401,Mobile,Android,2025-02-21
DEV000578,USR000402,Smart TV,Android,2025-09-30
DEV000579,USR000402,Mobile,Windows,2025-07-17
DEV000580,USR000403,Tablet,Android,2025-09-27
DEV000581,USR000404,Smart TV,Smart TV OS,2025-10-19
DEV000582,USR000404,Laptop,Android,2025-11-17
DEV000583,USR000405,Smart TV,iOS,2025-10-13
DEV000584,USR000405,Gaming Console,Android,2025-10-13
DEV000585,USR000405,Mobile,iOS,2025-08-01
DEV000586,USR000406,Gaming Console,Android,2025-11-23
DEV000587,USR000406,Mobile,Smart TV OS,2025-10-23
DEV000588,USR000407,Laptop,Android,2025-08-23
DEV000589,USR000408,Streaming Stick,Windows,2025-08-07
DEV000590,USR000408,Tablet,macOS,2025-02-23
DEV000591,USR000409,Mobile,macOS,2025-04-03
DEV000592,USR000410,Streaming Stick,macOS,2025-09-16
DEV000593,USR000411,Laptop,Windows,2025-03-22
DEV000594,USR000412,Mobile,Android,2025-11-04
DEV000595,USR000413,Mobile,Windows,2025-06-30
DEV000596,USR000414,Mobile,iOS,2025-10-09
DEV000597,USR000414,Smart TV,iOS,2025-06-16
DEV000598,USR000415,Smart TV,Android,2025-07-31
DEV000599,USR000415,Laptop,Windows,2025-11-21
DEV000600,USR000416,Mobile,Android,2025-06-15
DEV000601,USR000417,Laptop,Android,2025-10-16
DEV000602,USR000417,Gaming Console,Android,2025-10-07
DEV000603,USR000418,Smart TV,macOS,2025-10-09
DEV000604,USR000419,Smart TV,Windows,2025-05-11
DEV000605,USR000419,Mobile,macOS,2025-07-04
DEV000606,USR000419,Tablet,Smart TV OS,2025-08-20
DEV000607,USR000420,Mobile,Android,2025-07-23
DEV000608,USR000421,Smart TV,iOS,2025-01-18
DEV000609,USR000422,Tablet,Smart TV OS,2025-11-02
DEV000610,USR000422,Smart TV,iOS,2025-01-09
DEV000611,USR000422,Mobile,Android,2025-09-23
DEV000612,USR000423,Mobile,macOS,2025-06-04
DEV000613,USR000424,Smart TV,Windows,2025-04-24
DEV000614,USR000425,Laptop,Android,2025-06-11
DEV000615,USR000426,Laptop,Android,2025-05-22
DEV000616,USR000427,Laptop,iOS,2025-09-19
DEV000617,USR000427,Laptop,Windows,2025-10-12
DEV000618,USR000428,Gaming Console,Android,2025-10-20
DEV000619,USR000429,Smart TV,Windows,2025-01-20
DEV000620,USR000430,Laptop,Smart TV OS,2025-03-21
DEV000621,USR000431,Smart TV,Android,2025-07-07
DEV000622,USR000432,Smart TV,Android,2025-05-08
DEV000623,USR000432,Smart TV,macOS,2025-04-30
DEV000624,USR000433,Smart TV,iOS,2025-06-03
DEV000625,USR000434,Smart TV,macOS,2025-07-24
DEV000626,USR000435,Smart TV,iOS,2025-04-22
DEV000627,USR000436,Mobile,Android,2025-06-16
DEV000628,USR000436,Mobile,Android,2025-09-05
DEV000629,USR000437,Mobile,Windows,2025-10-23
DEV000630,USR000438,Laptop,Windows,2025-02-18
DEV000631,USR000438,Mobile,Windows,2025-11-01
DEV000632,USR000439,Smart TV,iOS,2025-01-20
DEV000633,USR000439,Gaming Console,Smart TV OS,2025-10-23
DEV000634,USR000440,Laptop,iOS,2025-01-29
DEV000635,USR000441,Smart TV,iOS,2025-06-21
DEV000636,USR000441,Laptop,macOS,2025-06-28
DEV000637,USR000441,Tablet,Android,2025-08-11
DEV000638,USR000442,Mobile,Windows,2025-03-03
DEV000639,USR000443,Laptop,Smart TV OS,2025-04-27
DEV000640,USR000443,Smart TV,iOS,2025-11-05
DEV000641,USR000444,Smart TV,Windows,2025-11-21
DEV000642,USR000444,Laptop,Android,2025-11-20
DEV000643,USR000444,Mobile,Smart TV OS,2025-07-15
DEV000644,USR000445,Smart TV,Android,2025-09-26
DEV000645,USR000446,Mobile,Windows,2025-10-04
DEV000646,USR000447,Tablet,Android,2025-06-17
DEV000647,USR000448,Mobile,macOS,2025-04-24
DEV000648,USR000449,Mobile,Smart TV OS,2025-07-21
DEV000649,USR000450,Streaming Stick,Smart TV OS,2025-11-01
DEV000650,USR000450,Smart TV,Windows,2025-10-22
DEV000651,USR000450,Gaming Console,Smart TV OS,2025-09-16
DEV000652,USR000451,Mobile,iOS,2025-08-10
DEV000653,USR000452,Smart TV,Smart TV OS,2025-07-21
DEV000654,USR000453,Laptop,Android,2025-06-22
DEV000655,USR000454,Streaming Stick,Windows,2025-10-20
DEV000656,USR000455,Mobile,Android,2025-10-08
DEV000657,USR000455,Laptop,Android,2025-07-24
DEV000658,USR000456,Streaming Stick,Windows,2025-07-24
DEV000659,USR000457,Smart TV,Windows,2025-03-08
DEV000660,USR000458,Smart TV,Smart TV OS,2025-09-04
DEV000661,USR000458,Laptop,Smart TV OS,2025-10-14
DEV000662,USR000459,Laptop,iOS,2025-07-22
DEV000663,USR000460,Tablet,macOS,2025-04-11
DEV000664,USR000460,Gaming Console,Windows,2025-10-15
DEV000665,USR000461,Laptop,iOS,2025-09-26
DEV000666,USR000461,Smart TV,Android,2025-05-07
DEV000667,USR000462,Laptop,iOS,2025-05-17
DEV000668,USR000463,Tablet,iOS,2025-06-15
DEV000669,USR000463,Gaming Console,iOS,2025-10-22
DEV000670,USR000464,Mobile,Windows,2025-07-31
DEV000671,USR000465,Mobile,Windows,2025-06-28
DEV000672,USR000466,Smart TV,Android,2025-06-26
DEV000673,USR000467,Smart TV,Android,2025-01-13
DEV000674,USR000468,Streaming Stick,Smart TV OS,2025-03-28
DEV000675,USR000468,Smart TV,iOS,2025-06-29
DEV000676,USR000469,Smart TV,macOS,2025-08-15
DEV000677,USR000469,Smart TV,Android,2025-11-16
DEV000678,USR000470,Laptop,Android,2025-01-23
DEV000679,USR000471,Gaming Console,macOS,2025-04-30
DEV000680,USR000471,Gaming Console,iOS,2025-04-13
DEV000681,USR000471,Smart TV,Smart TV OS,2025-07-11
DEV000682,USR000472,Mobile,Smart TV OS,2025-02-13
DEV000683,USR000473,Gaming Console,macOS,2025-01-28
DEV000684,USR000474,Smart TV,Android,2025-11-14
DEV000685,USR000475,Laptop,iOS,2025-05-28
DEV000686,USR000475,Mobile,Android,2025-01-08
DEV000687,USR000475,Smart TV,iOS,2025-06-25
DEV000688,USR000476,Laptop,Android,2025-02-26
DEV000689,USR000476,Mobile,macOS,2025-06-06
DEV000690,USR000477,Mobile,Windows,2025-01-12
DEV000691,USR000478,Smart TV,Smart TV OS,2025-10-03
DEV000692,USR000479,Smart TV,Windows,2025-10-07
DEV000693,USR000480,Smart TV,Smart TV OS,2025-05-13
DEV000694,USR000481,Laptop,Windows,2025-11-15
DEV000695,USR000482,Tablet,Android,2025-03-14
DEV000696,USR000482,Mobile,Smart TV OS,2025-01-10
DEV000697,USR000483,Mobile,Windows,2025-09-27
DEV000698,USR000484,Smart TV,Android,2025-03-29
DEV000699,USR000485,Smart TV,iOS,2025-04-13
DEV000700,USR000486,Laptop,iOS,2025-11-13
DEV000701,USR000486,Mobile,Windows,2025-05-19
DEV000702,USR000487,Smart TV,macOS,2025-01-05
DEV000703,USR000488,Mobile,Android,2025-05-19
DEV000704,USR000489,Gaming Console,Android,2025-07-04
DEV000705,USR000489,Mobile,Smart TV OS,2025-02-25
DEV000706,USR000490,Mobile,Android,2025-07-17
DEV000707,USR000491,Gaming Console,Smart TV OS,2025-07-14
DEV000708,USR000492,Laptop,Smart TV OS,2025-02-20
DEV000709,USR000493,Gaming Console,Android,2025-09-06
DEV000710,USR000493,Tablet,Android,2025-11-02
DEV000711,USR000494,Laptop,Windows,2025-04-06
DEV000712,USR000495,Mobile,Windows,2025-08-23
DEV000713,USR000496,Smart TV,Android,2025-01-12
DEV000714,USR000497,Smart TV,Smart TV OS,2025-09-29
DEV000715,USR000498,Smart TV,Windows,2025-09-08
DEV000716,USR000499,Mobile,Smart TV OS,2025-03-22
DEV000717,USR000500,Gaming Console,Windows,2025-06-30
DEV000718,USR000501,Mobile,iOS,2025-06-04
DEV000719,USR000502,Mobile,Android,2025-09-14
DEV000720,USR000503,Smart TV,Windows,2025-02-01
DEV000721,USR000504,Mobile,Android,2025-07-18
DEV000722,USR000504,Mobile,Smart TV OS,2025-01-16
DEV000723,USR000505,Mobile,iOS,2025-05-24
DEV000724,USR000505,Smart TV,macOS,2025-04-26
DEV000725,USR000505,Laptop,Android,2025-03-19
DEV000726,USR000506,Mobile,macOS,2025-07-21
DEV000727,USR000507,Smart TV,iOS,2025-02-14
DEV000728,USR000507,Mobile,Windows,2025-07-15
DEV000729,USR000508,Mobile,iOS,2025-11-10
DEV000730,USR000509,Smart TV,iOS,2025-04-27
DEV000731,USR000509,Mobile,Smart TV OS,2025-08-02
DEV000732,USR000510,Laptop,Windows,2025-03-20
DEV000733,USR000511,Mobile,Windows,2025-06-09
DEV000734,USR000512,Smart TV,iOS,2025-06-18
DEV000735,USR000512,Mobile,iOS,2025-08-18
DEV000736,USR000513,Smart TV,iOS,2025-04-16
DEV000737,USR000514,Smart TV,macOS,2025-10-25
DEV000738,USR000514,Mobile,Smart TV OS,2025-10-05
DEV000739,USR000515,Mobile,Android,2025-04-14
DEV000740,USR000515,Gaming Console,iOS,2025-03-12
DEV000741,USR000516,Mobile,Android,2025-09-26
DEV000742,USR000517,Smart TV,macOS,2025-08-09
DEV000743,USR000517,Laptop,iOS,2025-03-16
DEV000744,USR000518,Streaming Stick,Windows,2025-10-17
DEV000745,USR000518,Laptop,macOS,2025-03-22
DEV000746,USR000519,Laptop,Android,2025-10-13
DEV000747,USR000520,Mobile,Windows,2025-03-02
DEV000748,USR000521,Smart TV,Android,2025-03-16
DEV000749,USR000522,Tablet,Smart TV OS,2025-06-13
DEV000750,USR000522,Gaming Console,Windows,2025-07-31
DEV000751,USR000523,Laptop,Windows,2025-06-05
DEV000752,USR000523,Mobile,iOS,2025-08-15
DEV000753,USR000523,Smart TV,iOS,2025-11-23
DEV000754,USR000524,Smart TV,macOS,2025-05-21
DEV000755,USR000524,Gaming Console,Android,2025-03-19
DEV000756,USR000524,Mobile,iOS,2025-04-07
DEV000757,USR000525,Laptop,iOS,2025-04-05
DEV000758,USR000526,Mobile,Android,2025-11-10
DEV000759,USR000527,Mobile,Windows,2025-11-07
DEV000760,USR000527,Smart TV,iOS,2025-10-18
DEV000761,USR000528,Smart TV,Android,2025-11-02
DEV000762,USR000528,Mobile,iOS,2025-04-29
DEV000763,USR000529,Mobile,Android,2025-01-14
DEV000764,USR000530,Smart TV,Android,2025-09-02
DEV000765,USR000531,Mobile,Android,2025-11-06
DEV000766,USR000532,Smart TV,iOS,2025-07-11
DEV000767,USR000533,Gaming Console,Windows,2025-07-18
DEV000768,USR000534,Laptop,Android,2025-03-12
DEV000769,USR000535,Mobile,Android,2025-04-26
DEV000770,USR000536,Mobile,macOS,2025-01-08
DEV000771,USR000537,Mobile,Android,2025-07-31
DEV000772,USR000537,Mobile,iOS,2025-04-24
DEV000773,USR000537,Tablet,Windows,2025-04-14
DEV000774,USR000538,Gaming Console,Smart TV OS,2025-02-03
DEV000775,USR000538,Mobile,Windows,2025-04-01
DEV000776,USR000539,Laptop,Windows,2025-08-13
DEV000777,USR000539,Tablet,Android,2025-11-12
DEV000778,USR000539,Tablet,Android,2025-09-08
DEV000779,USR000540,Mobile,Android,2025-08-23
DEV000780,USR000540,Laptop,Smart TV OS,2025-05-07
DEV000781,USR000541,Laptop,Smart TV OS,2025-01-22
DEV000782,USR000542,Gaming Console,iOS,2025-07-14
DEV000783,USR000542,Smart TV,Windows,2025-06-10
DEV000784,USR000543,Mobile,iOS,2025-10-20
DEV000785,USR000544,Smart TV,Android,2025-09-26
DEV000786,USR000545,Tablet,iOS,2025-01-20
DEV000787,USR000545,Mobile,iOS,2025-09-24
DEV000788,USR000546,Mobile,macOS,2025-08-22
DEV000789,USR000547,Mobile,Android,2025-01-22
DEV000790,USR000547,Smart TV,Android,2025-05-06
DEV000791,USR000548,Smart TV,Smart TV OS,2025-07-22
DEV000792,USR000549,Smart TV,macOS,2025-01-21
DEV000793,USR000549,Mobile,Smart TV OS,2025-10-13
DEV000794,USR000549,Laptop,Windows,2025-07-18
DEV000795,USR000550,Mobile,Smart TV OS,2025-11-19
DEV000796,USR000551,Smart TV,Android,2025-04-08
DEV000797,USR000551,Streaming Stick,Smart TV OS,2025-05-30
DEV000798,USR000551,Tablet,Android,2025-08-14
DEV000799,USR000552,Streaming Stick,Android,2025-06-05
DEV000800,USR000553,Streaming Stick,iOS,2025-05-27
DEV000801,USR000553,Smart TV,Windows,2025-08-25
DEV000802,USR000554,Mobile,Android,2025-05-31
DEV000803,USR000555,Smart TV,iOS,2025-01-28
DEV000804,USR000555,Laptop,Android,2025-09-22
DEV000805,USR000556,Mobile,Android,2025-08-26
DEV000806,USR000556,Streaming Stick,Windows,2025-11-27
DEV000807,USR000557,Smart TV,iOS,2025-09-14
DEV000808,USR000558,Laptop,Android,2025-10-27
DEV000809,USR000559,Smart TV,Windows,2025-10-07
DEV000810,USR000559,Tablet,iOS,2025-03-11
DEV000811,USR000559,Smart TV,Smart TV OS,2025-07-21
DEV000812,USR000560,Mobile,iOS,2025-08-19
DEV000813,USR000561,Laptop,Smart TV OS,2025-08-21
DEV000814,USR000562,Mobile,macOS,2025-04-14
DEV000815,USR000563,Streaming Stick,Smart TV OS,2025-02-16
DEV000816,USR000563,Laptop,macOS,2025-05-09
DEV000817,USR000564,Tablet,macOS,2025-03-25
DEV000818,USR000565,Smart TV,Android,2025-03-05
DEV000819,USR000565,Mobile,Windows,2025-02-16
DEV000820,USR000566,Smart TV,Android,2025-08-19
DEV000821,USR000567,Mobile,Smart TV OS,2025-02-13
DEV000822,USR000567,Smart TV,Smart TV OS,2025-09-26
DEV000823,USR000568,Streaming Stick,Android,2025-09-19
DEV000824,USR000568,Tablet,Smart TV OS,2025-11-10
DEV000825,USR000569,Smart TV,Windows,2025-07-13
DEV000826,USR000569,Tablet,iOS,2025-10-09
DEV000827,USR000569,Smart TV,Android,2025-07-14
DEV000828,USR000570,Mobile,Android,2025-03-29
DEV000829,USR000571,Smart TV,Smart TV OS,2025-10-17
DEV000830,USR000571,Smart TV,Android,2025-03-18
DEV000831,USR000572,Laptop,macOS,2025-03-16
DEV000832,USR000573,Smart TV,Android,2025-01-27
DEV000833,USR000574,Smart TV,iOS,2025-06-08
DEV000834,USR000575,Gaming Console,Windows,2025-08-17
DEV000835,USR000575,Smart TV,Android,2025-05-28
DEV000836,USR000576,Smart TV,Windows,2025-03-02
DEV000837,USR000576,Mobile,Windows,2025-03-09
DEV000838,USR000577,Laptop,Android,2025-01-02
DEV000839,USR000577,Mobile,Windows,2025-11-15
DEV000840,USR000577,Streaming Stick,macOS,2025-05-10
DEV000841,USR000578,Laptop,macOS,2025-09-12
DEV000842,USR000579,Gaming Console,macOS,2025-10-06
DEV000843,USR000579,Smart TV,iOS,2025-01-03
DEV000844,USR000580,Mobile,iOS,2025-09-10
DEV000845,USR000580,Laptop,iOS,2025-05-02
DEV000846,USR000581,Mobile,Windows,2025-09-01
DEV000847,USR000582,Tablet,iOS,2025-08-15
DEV000848,USR000583,Laptop,iOS,2025-11-04
DEV000849,USR000584,Gaming Console,Smart TV OS,2025-10-08
DEV000850,USR000585,Mobile,macOS,2025-11-18
DEV000851,USR000586,Streaming Stick,Android,2025-04-17
DEV000852,USR000587,Streaming Stick,Smart TV OS,2025-03-17
DEV000853,USR000588,Tablet,Windows,2025-06-28
DEV000854,USR000589,Smart TV,iOS,2025-01-17
DEV000855,USR000590,Tablet,iOS,2025-11-05
DEV000856,USR000590,Gaming Console,Android,2025-06-02
DEV000857,USR000591,Streaming Stick,iOS,2025-02-14
DEV000858,USR000592,Tablet,iOS,2025-08-02
DEV000859,USR000593,Tablet,Windows,2025-03-24
DEV000860,USR000593,Streaming Stick,iOS,2025-05-26
DEV000861,USR000593,Streaming Stick,Android,2025-11-09
DEV000862,USR000594,Tablet,Android,2025-11-01
DEV000863,USR000594,Smart TV,Android,2025-10-21
DEV000864,USR000595,Laptop,Windows,2025-04-01
DEV000865,USR000595,Mobile,Smart TV OS,2025-08-22
DEV000866,USR000596,Smart TV,macOS,2025-07-04
DEV000867,USR000596,Smart TV,Android,2025-01-19
DEV000868,USR000597,Laptop,iOS,2025-06-03
DEV000869,USR000598,Mobile,iOS,2025-07-14
DEV000870,USR000599,Smart TV,Windows,2025-08-07
DEV000871,USR000599,Smart TV,Android,2025-10-09
DEV000872,USR000600,Laptop,macOS,2025-08-30
DEV000873,USR000601,Smart TV,Smart TV OS,2025-05-21
DEV000874,USR000602,Smart TV,Smart TV OS,2025-07-31
DEV000875,USR000603,Mobile,iOS,2025-04-18
DEV000876,USR000604,Laptop,Android,2025-02-25
DEV000877,USR000604,Mobile,Windows,2025-10-20
DEV000878,USR000605,Laptop,Smart TV OS,2025-11-19
DEV000879,USR000605,Mobile,Android,2025-09-28
DEV000880,USR000606,Mobile,Android,2025-09-05
DEV000881,USR000606,Streaming Stick,Smart TV OS,2025-11-06
DEV000882,USR000606,Laptop,macOS,2025-05-28
DEV000883,USR000607,Laptop,Windows,2025-06-12
DEV000884,USR000608,Tablet,Smart TV OS,2025-10-22
DEV000885,USR000609,Mobile,macOS,2025-07-01
DEV000886,USR000609,Mobile,Android,2025-03-08
DEV000887,USR000609,Mobile,Android,2025-11-11
DEV000888,USR000610,Mobile,Windows,2025-09-24
DEV000889,USR000611,Smart TV,macOS,2025-09-12
DEV000890,USR000611,Streaming Stick,iOS,2025-09-10
DEV000891,USR000612,Gaming Console,Windows,2025-11-09
DEV000892,USR000612,Mobile,iOS,2025-04-30
DEV000893,USR000613,Smart TV,iOS,2025-04-10
DEV000894,USR000613,Streaming Stick,macOS,2025-01-01
DEV000895,USR000614,Gaming Console,macOS,2025-08-27
DEV000896,USR000615,Laptop,Android,2025-03-02
DEV000897,USR000615,Gaming Console,Android,2025-04-17
DEV000898,USR000616,Smart TV,Android,2025-08-01
DEV000899,USR000616,Mobile,Smart TV OS,2025-07-31
DEV000900,USR000617,Tablet,Windows,2025-06-29
DEV000901,USR000618,Laptop,Android,2025-11-23
DEV000902,USR000619,Smart TV,iOS,2025-11-24
DEV000903,USR000620,Laptop,Windows,2025-05-25
DEV000904,USR000621,Smart TV,macOS,2025-02-04
DEV000905,USR000622,Smart TV,Android,2025-09-17
DEV000906,USR000623,Gaming Console,Smart TV OS,2025-01-04
DEV000907,USR000624,Smart TV,Android,2025-06-20
DEV000908,USR000625,Laptop,macOS,2025-10-19
DEV000909,USR000626,Mobile,Android,2025-01-15
DEV000910,USR000626,Mobile,Android,2025-03-31
DEV000911,USR000627,Smart TV,Android,2025-06-23
DEV000912,USR000628,Gaming Console,Android,2025-09-03
DEV000913,USR000628,Mobile,Android,2025-08-31
DEV000914,USR000628,Streaming Stick,Windows,2025-01-19
DEV000915,USR000629,Laptop,macOS,2025-09-04
DEV000916,USR000629,Tablet,Android,2025-03-21
DEV000917,USR000630,Laptop,macOS,2025-10-02
DEV000918,USR000630,Smart TV,Windows,2025-06-21
DEV000919,USR000631,Smart TV,Android,2025-07-31
DEV000920,USR000632,Tablet,iOS,2025-01-29
DEV000921,USR000632,Smart TV,macOS,2025-09-24
DEV000922,USR000632,Streaming Stick,Windows,2025-06-03
DEV000923,USR000633,Streaming Stick,Android,2025-06-11
DEV000924,USR000634,Mobile,Android,2025-01-10
DEV000925,USR000635,Smart TV,iOS,2025-06-19
DEV000926,USR000636,Laptop,macOS,2025-07-01
DEV000927,USR000636,Smart TV,Windows,2025-02-03
DEV000928,USR000637,Mobile,macOS,2025-05-24
DEV000929,USR000637,Laptop,iOS,2025-01-16
DEV000930,USR000637,Smart TV,Smart TV OS,2025-06-23
DEV000931,USR000638,Smart TV,Android,2025-11-17
DEV000932,USR000638,Laptop,Windows,2025-10-01
DEV000933,USR000638,Smart TV,iOS,2025-03-26
DEV000934,USR000639,Smart TV,Android,2025-07-19
DEV000935,USR000640,Smart TV,Android,2025-03-01
DEV000936,USR000641,Gaming Console,Smart TV OS,2025-06-07
DEV000937,USR000641,Laptop,macOS,2025-06-11
DEV000938,USR000642,Streaming Stick,Windows,2025-05-20
DEV000939,USR000642,Tablet,Smart TV OS,2025-07-31
DEV000940,USR000643,Smart TV,macOS,2025-05-02
DEV000941,USR000644,Smart TV,Smart TV OS,2025-06-04
DEV000942,USR000645,Laptop,Smart TV OS,2025-06-04
DEV000943,USR000646,Mobile,Smart TV OS,2025-07-11
DEV000944,USR000647,Gaming Console,Android,2025-04-14
DEV000945,USR000647,Streaming Stick,iOS,2025-02-17
DEV000946,USR000648,Mobile,Smart TV OS,2025-01-13
DEV000947,USR000649,Mobile,iOS,2025-09-14
DEV000948,USR000649,Smart TV,iOS,2025-03-20
DEV000949,USR000650,Laptop,Windows,2025-09-05
DEV000950,USR000651,Tablet,macOS,2025-09-26
DEV000951,USR000651,Mobile,macOS,2025-06-08
DEV000952,USR000652,Smart TV,Android,2025-03-15
